"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"9","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","38","The method 'run()' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"10","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","38","The method 'run()' has an NPath complexity of 302, current threshold is 200","Design","NPathComplexity"
"11","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","45","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"12","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","93","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"13","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","97","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"14","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","101","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"15","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","117","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"16","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","130","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"17","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","140","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"18","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","147","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"19","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","1","161","Avoid throwing raw exception types.","Design","AvoidThrowingRawExceptionTypes"
"20","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","186","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"21","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","191","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"22","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","1","197","Avoid throwing raw exception types.","Design","AvoidThrowingRawExceptionTypes"
"23","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","207","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"24","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","211","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"25","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","219","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"26","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UserInfoCoordinator.java","3","239","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"1","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UsersChangedDetectionThread.java","3","17","Private field 'inspectorLock' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"2","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UsersChangedDetectionThread.java","3","20","Private field 'logger' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"3","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UsersChangedDetectionThread.java","3","36","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UsersChangedDetectionThread.java","3","47","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"5","com.a.eye.skywalking.alarm","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\UsersChangedDetectionThread.java","3","54","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","7","Do not use non-final non-private static fields","Design","MutableStaticState"
"2","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","9","Do not use non-final non-private static fields","Design","MutableStaticState"
"3","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","11","Do not use non-final non-private static fields","Design","MutableStaticState"
"4","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","16","Do not use non-final non-private static fields","Design","MutableStaticState"
"5","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","21","Do not use non-final non-private static fields","Design","MutableStaticState"
"6","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","23","Do not use non-final non-private static fields","Design","MutableStaticState"
"7","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","25","Do not use non-final non-private static fields","Design","MutableStaticState"
"8","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","27","Do not use non-final non-private static fields","Design","MutableStaticState"
"9","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","29","Do not use non-final non-private static fields","Design","MutableStaticState"
"10","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","31","Do not use non-final non-private static fields","Design","MutableStaticState"
"11","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","33","Do not use non-final non-private static fields","Design","MutableStaticState"
"12","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","39","Do not use non-final non-private static fields","Design","MutableStaticState"
"13","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","41","Do not use non-final non-private static fields","Design","MutableStaticState"
"14","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","43","Do not use non-final non-private static fields","Design","MutableStaticState"
"15","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","45","Do not use non-final non-private static fields","Design","MutableStaticState"
"16","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","50","Do not use non-final non-private static fields","Design","MutableStaticState"
"17","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","52","Do not use non-final non-private static fields","Design","MutableStaticState"
"18","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","54","Do not use non-final non-private static fields","Design","MutableStaticState"
"19","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","56","Do not use non-final non-private static fields","Design","MutableStaticState"
"20","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","58","Do not use non-final non-private static fields","Design","MutableStaticState"
"21","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","60","Do not use non-final non-private static fields","Design","MutableStaticState"
"22","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","62","Do not use non-final non-private static fields","Design","MutableStaticState"
"23","com.a.eye.skywalking.alarm.conf","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2017-1\skywalking-a944427df8f85f9881169ed3f342e36091f4d3e8\skywalking-alarm\src\main\java\com\a\eye\skywalking\alarm\conf\Config.java","3","67","Do not use non-final non-private static fields","Design","MutableStaticState"
